tender_id,tender_date,category,region,procurement_method,vendor_id,bidder_ids,num_bidders,tender_value,estimated_market_value,bid_amount,bid_rank,award_value,final_contract_value,contract_duration_months,bids,is_anomaly,anomaly_types,previous_participations,previous_wins,vendor_win_rate,post_award_change_pct,bid_to_tender_ratio,bid_to_market_ratio
T08154,2022-03-23,Construction,North,open,V0207,V0207|V0273|V0365,3,4192.58,4406.77,3846.24,1,3838.68,3801.22,31,V0207:3846.24|V0273:4249.51|V0365:4038.08,0,,14,1,0.07142857142857142,-0.9758562839309357,0.9173921547114187,0.872802528836313
T09372,2022-03-23,Consulting,South,open,V0127,V0063|V0127|V0142,3,282.86,286.13,262.55,1,261.85,259.12,25,V0063:291.95|V0127:262.55|V0142:284.26,0,,11,4,0.36363636363636365,-1.0425816307046087,0.928197694972778,0.9175899066857722
T00379,2022-03-24,Consulting,South,open,V0379,V0077|V0139|V0154|V0307|V0341|V0343|V0374|V0379,8,175.48,175.34,160.67,1,161.36,169.65,29,V0077:165.78|V0139:174.43|V0154:162.59|V0307:181.31|V0341:167.04|V0343:166.86|V0374:161.49|V0379:160.67,0,,15,2,0.13333333333333333,5.13758056519583,0.9156029177114201,0.9163339796965894
T01523,2022-03-24,Construction,East,restricted,V0308,V0266|V0308,2,949.39,888.3,900.01,1,910.85,928.23,17,V0266:984.45|V0308:900.01,0,,11,1,0.09090909090909091,1.9081078113849694,0.9479876552312537,1.0131824833952494
T01827,2022-03-24,IT Services,West,open,V0135,V0015|V0031|V0083|V0106|V0135|V0251,6,198.25,209.28,189.13,1,190.91,196.96,31,V0015:196.00|V0031:191.12|V0083:190.36|V0106:204.05|V0135:189.13|V0251:191.46,0,,10,3,0.3,3.169032528416537,0.9539974779319041,0.9037175076452599
T03569,2022-03-24,Transport,South,open,V0133,V0011|V0133|V0152|V0199|V0259|V0301|V0393,7,670.79,686.2,600.08,1,602.19,645.61,33,V0011:631.85|V0133:600.08|V0152:639.42|V0199:621.87|V0259:687.81|V0301:613.36|V0393:664.74,0,,11,2,0.18181818181818182,7.210348893206456,0.8945869795315972,0.8744972311279511
T04729,2022-03-24,Transport,Central,open,V0202,V0019|V0061|V0084|V0181|V0200|V0202|V0220|V0340,8,277.91,296.18,250.03,1,248.56,263.86,23,V0019:250.11|V0061:289.92|V0084:280.04|V0181:268.21|V0200:286.00|V0202:250.03|V0220:269.07|V0340:260.84,0,,16,5,0.3125,6.155455423237854,0.8996797524378395,0.8441825916672294
T04847,2022-03-24,Transport,West,open,V0080,V0080|V0160|V0237|V0306|V0318,5,1684.0,1678.06,1573.71,1,1571.19,1692.18,7,V0080:1573.71|V0160:1765.87|V0237:1619.99|V0306:1695.24|V0318:1577.06,0,,14,0,0.0,7.7005327172398,0.9345071258907364,0.9378150960037186
T07228,2022-03-24,Construction,East,open,V0392,V0054|V0165|V0290|V0367|V0392,5,792.91,809.84,739.36,1,739.62,779.26,30,V0054:747.96|V0165:794.03|V0290:823.72|V0367:754.28|V0392:739.36,0,,16,2,0.125,5.359508937021712,0.9324639618620021,0.9129704633013929
T09806,2022-03-24,Medical Supplies,Central,restricted,V0106,V0045|V0106,2,386.98,367.17,365.36,1,369.75,395.35,35,V0045:373.51|V0106:365.36,0,,15,3,0.2,6.92359702501691,0.9441314796630317,0.995070403355394
T00016,2022-03-25,Consulting,West,open,V0016,V0016|V0043|V0097|V0228|V0311|V0317|V0377|V0395,8,48.03,50.22,42.52,1,43.15,45.37,21,V0016:42.52|V0043:47.54|V0097:48.26|V0228:47.76|V0311:44.33|V0317:44.98|V0377:47.18|V0395:46.79,0,,9,0,0.0,5.144843568945536,0.885280033312513,0.8466746316208683
T00121,2022-03-25,Consulting,Central,open,V0291,V0037|V0291,2,53.69,53.17,50.49,1,50.49,51.48,24,V0037:52.77|V0291:50.49,1,low_bid_count,19,4,0.21052631578947367,1.9607843137254801,0.9403985844663811,0.9495956366372015
T01653,2022-03-25,Transport,West,open,V0211,V0101|V0174|V0194|V0211|V0239|V0249|V0395,7,1778.53,1707.33,1610.72,1,1642.56,1723.73,24,V0101:1846.14|V0174:1727.32|V0194:1706.92|V0211:1610.72|V0239:1621.02|V0249:1662.31|V0395:1756.40,0,,12,2,0.16666666666666666,4.941676407558937,0.9056467981985122,0.9434145712896745
T03234,2022-03-25,Construction,West,open,V0388,V0020|V0042|V0098|V0162|V0234|V0326|V0333|V0388,8,1943.9,1906.77,1712.38,1,1736.94,1804.76,23,V0020:1874.24|V0042:1918.66|V0098:1970.99|V0162:1830.15|V0234:1896.44|V0326:1829.43|V0333:1722.38|V0388:1712.38,0,,20,7,0.35,3.904567803148061,0.8808992232110705,0.8980527279115993
T04964,2022-03-25,Consulting,North,restricted,V0250,V0233|V0250|V0312|V0397,4,299.14,316.8,271.98,1,271.62,291.89,22,V0233:308.84|V0250:271.98|V0312:301.05|V0397:313.16,0,,17,1,0.058823529411764705,7.462631617701193,0.9092063916560809,0.8585227272727273
T05290,2022-03-25,Construction,West,open,V0360,V0130|V0177|V0192|V0204|V0240|V0360|V0371,7,1097.0,1145.12,982.65,1,988.98,1034.14,25,V0130:1048.69|V0177:1101.93|V0192:1055.82|V0204:1008.24|V0240:1020.14|V0360:982.65|V0371:1008.36,0,,13,5,0.38461538461538464,4.566320855831268,0.8957611668185962,0.8581196730473662
T05898,2022-03-25,IT Services,Central,open,V0037,V0037|V0146|V0235|V0256|V0335|V0337,6,380.27,378.23,345.41,1,345.59,356.44,19,V0037:345.41|V0146:355.04|V0235:372.56|V0256:359.35|V0335:384.46|V0337:359.83,0,,6,0,0.0,3.139558436297353,0.9083282930549348,0.9132274013166592
T05975,2022-03-25,Medical Supplies,North,open,V0290,V0060|V0104|V0290|V0292|V0304,5,686.22,660.48,607.06,1,609.6,652.23,20,V0060:646.02|V0104:662.87|V0290:607.06|V0292:639.54|V0304:670.86,0,,25,5,0.2,6.993110236220472,0.884643408819329,0.9191194282945735
T06085,2022-03-25,Construction,South,open,V0211,V0211|V0239|V0333,3,3872.16,4152.16,3642.61,1,3665.57,3710.38,29,V0211:3642.61|V0239:3931.85|V0333:3940.98,0,,12,2,0.16666666666666666,1.2224565347272032,0.9407178422379241,0.8772807406265655
T06701,2022-03-25,Transport,South,open,V0056,V0001|V0056|V0068|V0146|V0148|V0169|V0268|V0379,8,1437.29,1354.74,1317.27,1,1317.27,1321.35,32,V0001:1320.84|V0056:1317.27|V0068:1323.00|V0146:1322.66|V0148:1326.56|V0169:1324.59|V0268:1327.32|V0379:1326.79,0,,13,1,0.07692307692307693,0.3097314901273032,0.9164956271872761,0.9723415563133885
T07830,2022-03-25,Medical Supplies,East,negotiated,V0290,V0290|V0376,2,166.31,174.42,163.29,1,166.36,172.99,12,V0290:163.29|V0376:171.22,0,,25,5,0.2,3.985333012743445,0.9818411400396848,0.9361885104919161
T07871,2022-03-25,Medical Supplies,East,open,V0300,V0300|V0400,2,73.67,71.63,69.76,1,69.76,69.26,35,V0300:69.76|V0400:69.79,1,low_bid_count,9,3,0.3333333333333333,-0.716743119266055,0.9469254784851364,0.9738936199916237
T01014,2022-03-26,Construction,West,negotiated,V0185,V0135|V0185,2,2944.05,3175.76,2696.75,1,2674.8,2621.45,18,V0135:2806.15|V0185:2696.75,0,,8,2,0.25,-1.9945416479736937,0.9160000679336288,0.8491668136131193
T01015,2022-03-26,Medical Supplies,East,restricted,V0165,V0165|V0266,2,366.54,367.6,370.88,1,376.5,376.97,25,V0165:370.88|V0266:372.64,0,,13,3,0.23076923076923078,0.12483399734396475,1.0118404539750094,1.00892274211099
T01306,2022-03-26,Transport,South,restricted,V0259,V0221|V0259|V0314|V0342,4,914.05,957.39,877.34,1,886.68,896.53,31,V0221:925.33|V0259:877.34|V0314:910.94|V0342:894.47,0,,17,2,0.11764705882352941,1.1108855505932267,0.9598380832558395,0.9163872611997201
T02810,2022-03-26,Transport,South,open,V0167,V0099|V0101|V0136|V0167|V0232,5,760.1,798.76,680.49,1,689.69,705.06,12,V0099:788.44|V0101:717.53|V0136:735.30|V0167:680.49|V0232:761.50,0,,19,7,0.3684210526315789,2.2285374588583116,0.8952637810814367,0.8519329961440233
T03182,2022-03-26,Consulting,North,open,V0385,V0024|V0098|V0133|V0140|V0186|V0273|V0385|V0391,8,147.56,149.74,131.22,1,133.7,133.12,33,V0024:154.91|V0098:132.52|V0133:135.28|V0140:148.49|V0186:141.04|V0273:154.87|V0385:131.22|V0391:153.51,0,,12,1,0.08333333333333333,-0.43380703066565757,0.889265383572784,0.8763189528516094
T03925,2022-03-26,IT Services,South,open,V0003,V0002|V0003|V0004|V0005,4,258.36,260.26,243.29,1,243.29,247.1,17,V0002:253.11|V0003:243.29|V0004:255.10|V0005:249.86,1,repeated_co_bidders,25,5,0.2,1.5660323071231872,0.941670537234866,0.9347959732575117
T05421,2022-03-26,Construction,South,restricted,V0136,V0136|V0178,2,2647.76,2814.87,2480.58,1,2523.61,2601.61,9,V0136:2480.58|V0178:2660.58,0,,14,2,0.14285714285714285,3.09081038670793,0.936859836238934,0.8812414072408318
T05504,2022-03-26,Construction,West,open,V0169,V0043|V0049|V0169|V0179,4,595.54,549.96,563.46,1,574.55,588.25,13,V0043:574.45|V0049:570.48|V0169:563.46|V0179:587.93,0,,17,3,0.17647058823529413,2.384474806370211,0.946132921382275,1.024547239799258
T08532,2022-03-26,Consulting,East,restricted,V0011,V0011|V0288,2,196.76,211.65,177.61,1,176.8,180.58,19,V0011:177.61|V0288:187.72,0,,10,2,0.2,2.138009049773756,0.9026733075828421,0.8391684384597213
T01481,2022-03-27,IT Services,South,negotiated,V0169,V0143|V0169|V0323,3,446.47,425.39,406.23,1,408.88,422.54,10,V0143:459.26|V0169:406.23|V0323:460.37,0,,18,4,0.2222222222222222,3.3408334963803625,0.9098707639931014,0.9549589788194364
T01586,2022-03-27,Consulting,South,open,V0006,V0006|V0007|V0008,3,70.78,73.65,67.55,1,67.55,68.43,16,V0006:67.55|V0007:68.82|V0008:70.10,1,similar_bidding,24,8,0.3333333333333333,1.3027387120651512,0.9543656400113025,0.9171758316361167
T03259,2022-03-27,Construction,South,open,V0281,V0021|V0050|V0199|V0281|V0368,5,3239.13,3298.05,2977.93,1,2968.18,3040.59,13,V0021:3368.91|V0050:3381.06|V0199:3019.06|V0281:2977.93|V0368:3054.93,0,,14,3,0.21428571428571427,2.4395420762891846,0.9193610630014849,0.9029365837388759
T04362,2022-03-27,Construction,Central,open,V0371,V0092|V0291|V0371,3,3348.74,3086.05,2980.08,1,2957.29,3054.29,7,V0092:3049.77|V0291:3448.99|V0371:2980.08,0,,21,2,0.09523809523809523,3.280030027491386,0.8899108321338772,0.96566160626043
T07194,2022-03-27,Medical Supplies,North,restricted,V0304,V0304|V0370|V0387,3,593.66,555.14,579.48,1,579.36,619.75,30,V0304:579.48|V0370:584.74|V0387:591.32,0,,13,1,0.07692307692307693,6.971485777409553,0.9761142741636628,1.0438447959073387
T08989,2022-03-27,Medical Supplies,West,open,V0279,V0045|V0060|V0279|V0378|V0395,5,439.33,461.56,397.96,1,395.12,417.36,12,V0045:404.28|V0060:422.78|V0279:397.96|V0378:445.77|V0395:415.68,0,,9,3,0.3333333333333333,5.628669771208749,0.9058338834133794,0.8622064303665828
T09030,2022-03-27,Construction,West,open,V0172,V0025|V0043|V0105|V0123|V0172|V0257|V0311|V0395,8,1502.88,1585.12,1366.66,1,1380.49,1367.53,8,V0025:1506.27|V0043:1378.46|V0105:1506.60|V0123:1457.45|V0172:1366.66|V0257:1571.12|V0311:1446.37|V0395:1546.29,0,,16,4,0.25,-0.9387970937855425,0.9093606941339295,0.8621807812657718
T00746,2022-03-28,Construction,North,negotiated,V0133,V0133|V0384,2,490.85,472.86,480.19,1,476.79,505.81,28,V0133:480.19|V0384:487.09,0,,13,3,0.23076923076923078,6.086537049854229,0.978282571050219,1.0155014169098675
T01069,2022-03-28,Medical Supplies,South,negotiated,V0097,V0097|V0287,2,422.37,404.38,402.85,1,408.1,428.65,7,V0097:402.85|V0287:433.86,0,,16,5,0.3125,5.035530507228609,0.9537845964438763,0.996216430090509
T01164,2022-03-28,Construction,South,open,V0107,V0107|V0115|V0166|V0286|V0384|V0393,6,3855.1,3877.88,3443.09,1,3447.9,3662.26,6,V0107:3443.09|V0115:3451.15|V0166:3930.46|V0286:3908.00|V0384:3840.93|V0393:3469.29,0,,12,6,0.5,6.217117665825579,0.8931259889497031,0.8878794599110854
T01500,2022-03-28,IT Services,East,negotiated,V0192,V0162|V0192|V0209|V0222,4,401.03,377.83,367.54,1,365.23,388.2,26,V0162:407.93|V0192:367.54|V0209:369.28|V0222:418.68,0,,13,1,0.07692307692307693,6.289187635188777,0.9164900381517593,0.9727655294709262
T01961,2022-03-28,Medical Supplies,South,negotiated,V0339,V0292|V0299|V0339,3,686.65,729.43,628.15,1,639.65,661.96,19,V0292:630.39|V0299:685.17|V0339:628.15,0,,8,0,0.0,3.4878449151880027,0.9148037573727518,0.8611518583003167
T02105,2022-03-28,Consulting,Central,open,V0214,V0206|V0214|V0231|V0252|V0274|V0327|V0347|V0388,8,160.38,148.27,145.72,1,148.02,152.0,32,V0206:147.41|V0214:145.72|V0231:146.15|V0252:168.33|V0274:151.85|V0327:167.95|V0347:162.02|V0388:166.18,0,,11,1,0.09090909090909091,2.688825834346703,0.908592093777279,0.9828016456464557
T02170,2022-03-28,Medical Supplies,East,negotiated,V0186,V0184|V0186|V0219,3,579.24,534.03,543.01,1,551.43,572.6,21,V0184:598.70|V0186:543.01|V0219:558.31,0,,19,2,0.10526315789473684,3.8391092251056484,0.9374525239969616,1.016815534707788
T03202,2022-03-28,IT Services,South,open,V0307,V0058|V0077|V0307,3,266.49,281.16,235.66,1,239.18,256.78,6,V0058:255.51|V0077:249.11|V0307:235.66,0,,19,4,0.21052631578947367,7.358474788861931,0.8843108559420616,0.838170436761986
T04410,2022-03-28,Consulting,East,open,V0220,V0114|V0183|V0220|V0230|V0308|V0366,6,111.73,119.6,108.47,1,107.84,106.21,31,V0114:116.27|V0183:113.07|V0220:108.47|V0230:116.51|V0308:113.21|V0366:116.32,0,,13,1,0.07692307692307693,-1.5114985163204837,0.9708225185715564,0.9069397993311037
T04550,2022-03-28,Transport,Central,restricted,V0331,V0046|V0061|V0331,3,1288.22,1241.14,1156.9,1,1171.56,1188.48,32,V0046:1348.22|V0061:1226.56|V0331:1156.90,0,,16,7,0.4375,1.4442282085424625,0.8980608902206145,0.9321269155776142
T04629,2022-03-28,Construction,West,open,V0283,V0059|V0086|V0198|V0283|V0284|V0294|V0322|V0380,8,394.18,373.08,347.42,1,345.06,359.59,7,V0059:387.31|V0086:364.44|V0198:412.04|V0283:347.42|V0284:358.38|V0294:358.81|V0322:383.77|V0380:366.44,0,,8,2,0.25,4.210861879093483,0.881373991577452,0.9312211858046533
T06391,2022-03-28,Medical Supplies,West,open,V0154,V0154|V0192|V0234|V0240|V0269|V0292|V0300,7,465.43,477.46,415.63,1,416.03,418.85,22,V0154:415.63|V0192:472.57|V0234:444.83|V0240:484.96|V0269:421.72|V0292:431.08|V0300:463.02,0,,18,3,0.16666666666666666,0.6778357330000361,0.8930021700363104,0.8705022410254263
T06917,2022-03-28,Construction,East,open,V0285,V0109|V0285|V0347|V0371|V0394,5,2430.49,2237.5,2177.36,1,2193.19,2271.79,20,V0109:2186.26|V0285:2177.36|V0347:2506.17|V0371:2229.05|V0394:2397.84,0,,18,2,0.1111111111111111,3.5838208271969094,0.895852276701406,0.9731217877094973
T06930,2022-03-28,Medical Supplies,North,open,V0156,V0053|V0156|V0168|V0310|V0394,5,357.42,373.15,331.04,1,330.86,348.25,30,V0053:363.12|V0156:331.04|V0168:335.35|V0310:348.86|V0394:342.66,0,,14,2,0.14285714285714285,5.255999516411771,0.926193274019361,0.8871499397025326
T07532,2022-03-28,Transport,West,open,V0168,V0110|V0157|V0168|V0194|V0223|V0257|V0391,7,699.03,754.31,615.46,1,619.29,657.27,35,V0110:718.07|V0157:624.72|V0168:615.46|V0194:679.65|V0223:666.23|V0257:625.17|V0391:654.30,0,,19,2,0.10526315789473684,6.132829530591486,0.8804486216614452,0.8159244872797657
T07544,2022-03-28,Transport,West,restricted,V0138,V0026|V0138|V0233|V0234,4,510.82,536.82,458.34,1,456.82,483.56,27,V0026:484.66|V0138:458.34|V0233:476.88|V0234:477.88,0,,18,4,0.2222222222222222,5.853509040760039,0.897263223836185,0.8538057449424387
T08495,2022-03-28,IT Services,West,open,V0110,V0059|V0107|V0110|V0164|V0207|V0356|V0378,7,341.4,348.94,314.87,1,316.33,340.53,26,V0059:318.84|V0107:338.91|V0110:314.87|V0164:357.59|V0207:319.13|V0356:348.83|V0378:318.68,0,,7,2,0.2857142857142857,7.650238674801628,0.9222905682483891,0.9023614374964177
T08635,2022-03-28,IT Services,West,open,V0015,V0014|V0015|V0105|V0335|V0391,5,98.88,103.19,90.85,1,90.83,89.02,7,V0014:92.89|V0015:90.85|V0105:101.05|V0335:99.44|V0391:100.41,0,,11,3,0.2727272727272727,-1.9927336783001237,0.9187904530744336,0.8804147688729528
T09189,2022-03-28,Construction,West,open,V0311,V0043|V0049|V0236|V0311,4,4156.92,3981.61,3866.64,1,3842.31,3799.07,20,V0043:4201.47|V0049:4354.86|V0236:4032.07|V0311:3866.64,0,,10,1,0.1,-1.1253646894706513,0.9301694523830143,0.9711247460198261
T09589,2022-03-28,Transport,South,restricted,V0139,V0139|V0145|V0327,3,1710.28,1650.79,2808.4,1,2808.4,2824.86,30,V0139:2808.40|V0145:2892.65|V0327:2976.90,1,price_deviation,10,0,0.0,0.5860988463181895,1.6420703042776623,1.7012460700634242
T00143,2022-03-29,IT Services,South,open,V0255,V0072|V0255|V0389,3,152.98,146.0,147.98,1,147.61,158.43,6,V0072:150.16|V0255:147.98|V0389:152.51,0,,8,1,0.125,7.3301266851839255,0.9673159890181723,1.0135616438356163
T02330,2022-03-29,IT Services,North,open,V0398,V0010|V0118|V0362|V0387|V0398,5,61.28,59.26,55.01,1,55.77,55.2,20,V0010:63.24|V0118:59.59|V0362:59.08|V0387:60.95|V0398:55.01,0,,19,6,0.3157894736842105,-1.022054868208715,0.8976827676240209,0.9282821464731691
T02451,2022-03-29,Transport,Central,restricted,V0015,V0015|V0358,2,242.03,241.98,375.85,1,375.85,374.72,15,V0015:375.85|V0358:387.13,1,price_deviation,12,4,0.3333333333333333,-0.30065185579353343,1.5529066644630831,1.5532275394660717
T03826,2022-03-29,Construction,South,open,V0076,V0076|V0201|V0276|V0396,4,3045.14,3005.59,2753.45,1,2761.96,2957.82,17,V0076:2753.45|V0201:3043.20|V0276:2999.04|V0396:3016.49,0,,14,1,0.07142857142857142,7.0913409318020575,0.9042113006298561,0.9161096490206581
T04553,2022-03-29,Consulting,West,negotiated,V0278,V0244|V0278,2,68.25,72.97,62.6,1,62.09,62.18,13,V0244:68.63|V0278:62.60,0,,8,1,0.125,0.14495087775808713,0.9172161172161173,0.8578868027956695
T05123,2022-03-29,Consulting,West,restricted,V0086,V0086|V0210,2,205.08,189.58,184.79,1,187.45,197.81,30,V0086:184.79|V0210:185.18,0,,15,3,0.2,5.526807148572961,0.9010629998049541,0.9747336216900516
T06548,2022-03-29,Transport,West,open,V0001,V0001|V0246|V0374,3,1602.74,1615.25,1459.17,1,1459.17,1458.92,12,V0001:1459.17|V0246:1464.06|V0374:1465.41,1,high_win_rate,25,20,0.8,-0.01713302768011952,0.9104221520645894,0.9033709952019812
T08908,2022-03-29,Consulting,West,open,V0127,V0051|V0062|V0075|V0127|V0212|V0226|V0363,7,150.96,153.81,146.4,1,145.94,147.09,18,V0051:156.77|V0062:154.20|V0075:157.11|V0127:146.40|V0212:158.02|V0226:152.45|V0363:155.90,0,,12,5,0.4166666666666667,0.7879950664656746,0.9697933227344991,0.9518236785644627
T00419,2022-03-30,IT Services,West,open,V0189,V0060|V0113|V0189|V0192|V0225|V0236|V0338,7,150.17,138.47,138.43,1,137.97,142.29,31,V0060:151.69|V0113:155.57|V0189:138.43|V0192:155.20|V0225:149.36|V0236:156.91|V0338:149.59,0,,12,6,0.5,3.131115459882578,0.9218219351401746,0.9997111287643533
T00676,2022-03-30,Medical Supplies,West,restricted,V0304,V0160|V0304,2,577.86,569.01,559.77,1,557.53,563.83,16,V0160:599.17|V0304:559.77,0,,14,2,0.14285714285714285,1.1299840367334617,0.9686948395805212,0.9837612695734697
T02149,2022-03-30,Construction,East,open,V0198,V0065|V0070|V0121|V0198|V0388,5,1217.77,1173.19,1099.95,1,1117.98,1189.74,6,V0065:1266.13|V0070:1107.37|V0121:1120.16|V0198:1099.95|V0388:1145.57,0,,14,3,0.21428571428571427,6.4187194761981425,0.9032493820672213,0.9375719192969596
T03085,2022-03-30,Construction,South,open,V0009,V0009|V0068|V0114|V0400,4,3063.64,2882.94,2869.23,1,2897.8,2846.04,17,V0009:2869.23|V0068:3082.59|V0114:3210.30|V0400:3174.41,0,,15,3,0.2,-1.7861826212989238,0.9365428052904389,0.9952444379695727
T03211,2022-03-30,Construction,East,open,V0264,V0140|V0165|V0205|V0264|V0276|V0322|V0326|V0384,8,2821.77,2989.13,2523.65,1,2536.71,2583.42,22,V0140:2892.34|V0165:2616.00|V0205:2636.46|V0264:2523.65|V0276:2666.72|V0322:2953.22|V0326:2694.92|V0384:2851.80,0,,9,2,0.2222222222222222,1.8413614484903689,0.8943500001771938,0.8442757591673832
T04153,2022-03-30,Consulting,Central,open,V0153,V0048|V0153|V0263,3,208.97,202.54,200.8,1,201.09,211.97,11,V0048:204.05|V0153:200.80|V0263:210.10,0,,9,1,0.1111111111111111,5.41051270575364,0.960903478968273,0.9914091043744446
T04647,2022-03-30,Consulting,West,open,V0236,V0033|V0106|V0128|V0190|V0236,5,263.26,258.26,232.03,1,235.04,243.04,26,V0033:240.50|V0106:234.49|V0128:267.00|V0190:262.54|V0236:232.03,0,,13,1,0.07692307692307693,3.4036759700476518,0.8813720276532706,0.8984356849686362
T05301,2022-03-30,Consulting,North,open,V0328,V0026|V0117|V0306|V0328|V0350|V0365,6,217.3,202.51,196.63,1,195.99,198.58,15,V0026:223.44|V0117:208.99|V0306:209.13|V0328:196.63|V0350:223.33|V0365:222.52,0,,14,3,0.21428571428571427,1.3214959946936085,0.9048780487804877,0.9709643968199102
T08616,2022-03-30,Construction,North,open,V0201,V0020|V0107|V0174|V0200|V0201|V0329|V0357|V0390,8,4899.34,5178.8,4552.72,1,4560.4,4756.58,24,V0020:4800.63|V0107:4561.36|V0174:4695.36|V0200:4890.13|V0201:4552.72|V0329:4809.30|V0357:4722.63|V0390:4586.83,0,,14,1,0.07142857142857142,4.301815630207883,0.9292516951262824,0.8791071290646482
T08622,2022-03-30,IT Services,East,negotiated,V0002,V0002|V0003|V0004|V0005,4,228.0,235.98,207.46,1,207.46,215.11,19,V0002:207.46|V0003:223.97|V0004:219.83|V0005:223.29,1,repeated_co_bidders,26,7,0.2692307692307692,3.6874578231948356,0.9099122807017545,0.8791423001949319
T09609,2022-03-30,Consulting,North,restricted,V0177,V0035|V0127|V0168|V0177,4,108.4,110.96,103.03,1,102.72,102.06,19,V0035:108.01|V0127:111.32|V0168:110.91|V0177:103.03,0,,13,3,0.23076923076923078,-0.642523364485978,0.950461254612546,0.9285328046142755
T01310,2022-03-31,IT Services,Central,open,V0388,V0012|V0040|V0150|V0176|V0195|V0235|V0256|V0388,8,434.67,452.73,417.23,1,416.59,418.5,22,V0012:430.92|V0040:421.98|V0150:438.50|V0176:419.65|V0195:449.61|V0235:447.10|V0256:440.40|V0388:417.23,0,,23,8,0.34782608695652173,0.45848436112245256,0.9598776083005498,0.9215868177500939
T02299,2022-03-31,Construction,Central,negotiated,V0081,V0064|V0081|V0326,3,4536.9,4567.51,4010.46,1,4066.23,4287.85,8,V0064:4417.81|V0081:4010.46|V0326:4348.17,0,,14,1,0.07142857142857142,5.450257363700537,0.8839648217946176,0.8780407705730255
T03313,2022-03-31,Construction,North,open,V0007,V0006|V0007|V0008,3,1443.99,1534.84,1314.98,1,1314.98,1351.78,18,V0006:1366.96|V0007:1314.98|V0008:1340.97,1,similar_bidding,25,8,0.32,2.798521650519396,0.9106572760199171,0.8567537984415314
T03455,2022-03-31,Consulting,South,open,V0234,V0234|V0241|V0299,3,97.51,91.78,90.23,1,89.87,92.78,9,V0234:90.23|V0241:95.29|V0299:98.12,0,,9,2,0.2222222222222222,3.2380104595526835,0.9253409906676239,0.9831117890607975
T03958,2022-03-31,Medical Supplies,West,open,V0181,V0181|V0215|V0234|V0341|V0376,5,270.35,291.17,246.46,1,245.42,258.61,28,V0181:246.46|V0215:283.60|V0234:254.54|V0341:257.00|V0376:252.88,0,,13,1,0.07692307692307693,5.374460109200565,0.9116330682448677,0.8464470927636776
T07583,2022-03-31,IT Services,Central,negotiated,V0071,V0027|V0071|V0324,3,380.22,367.07,349.04,1,354.76,352.76,6,V0027:380.95|V0071:349.04|V0324:368.17,0,,10,0,0.0,-0.5637614161686775,0.9179948450896849,0.9508813032936498
T07828,2022-03-31,Construction,East,open,V0065,V0065|V0119|V0267|V0298,4,1732.57,1866.95,1624.0,1,1632.37,1688.59,13,V0065:1624.00|V0119:1757.99|V0267:1768.98|V0298:1790.21,0,,10,4,0.4,3.444072116003114,0.937335865217567,0.8698679664693751
T08478,2022-03-31,Transport,West,open,V0317,V0128|V0174|V0236|V0243|V0245|V0317|V0367|V0374,8,122.69,130.27,109.73,1,110.38,117.05,17,V0128:124.50|V0174:126.38|V0236:122.65|V0243:117.92|V0245:122.07|V0317:109.73|V0367:118.71|V0374:115.74,0,,15,4,0.26666666666666666,6.042761369813373,0.8943679191458147,0.8423274737084516
T09186,2022-03-31,Transport,Central,negotiated,V0090,V0090|V0145|V0232|V0329,4,258.71,270.79,236.08,1,239.46,237.36,25,V0090:236.08|V0145:249.55|V0232:242.95|V0329:252.04,0,,12,2,0.16666666666666666,-0.8769731896767703,0.9125275404893511,0.8718194911185789
T09240,2022-03-31,Transport,South,open,V0138,V0138|V0183|V0232|V0263|V0281|V0318|V0400,7,723.71,666.37,650.0,1,654.23,660.73,24,V0138:650.00|V0183:734.70|V0232:656.94|V0263:731.42|V0281:739.44|V0318:650.72|V0400:739.85,0,,19,5,0.2631578947368421,0.9935343839322562,0.8981498113885396,0.9754340681603313
T00038,2022-04-01,Medical Supplies,Central,open,V0160,V0067|V0084|V0122|V0156|V0160|V0199|V0291|V0351,8,413.71,417.6,374.99,1,376.15,385.35,6,V0067:416.81|V0084:390.93|V0122:412.99|V0156:406.17|V0160:374.99|V0199:377.81|V0291:401.58|V0351:381.48,0,,11,2,0.18181818181818182,2.445832779476285,0.9064078702472748,0.8979645593869732
T00405,2022-04-01,Transport,Central,open,V0396,V0023|V0024|V0145|V0161|V0181|V0396,6,1797.97,1671.52,1588.73,1,1615.94,1660.68,22,V0023:1769.71|V0024:1782.81|V0145:1680.88|V0161:1719.62|V0181:1666.82|V0396:1588.73,0,,13,3,0.23076923076923078,2.7686671534834217,0.8836243096380918,0.9504702306882359
T01723,2022-04-01,IT Services,North,open,V0068,V0018|V0068|V0069|V0117|V0253|V0303|V0357|V0390,8,421.47,400.69,381.33,1,385.72,390.46,8,V0018:416.61|V0068:381.33|V0069:388.04|V0117:382.02|V0253:417.28|V0303:402.36|V0357:410.57|V0390:433.18,0,,12,1,0.08333333333333333,1.2288706833972705,0.9047619047619047,0.9516833462277571
T02773,2022-04-01,Medical Supplies,North,negotiated,V0023,V0023|V0111|V0157|V0168,4,384.86,386.9,557.95,1,557.95,563.55,12,V0023:557.95|V0111:574.69|V0157:591.43|V0168:608.17,1,price_deviation,14,3,0.21428571428571427,1.003674164351628,1.449747960297251,1.4421039028172657
